id,name,type,tactics,description,severity,cvss_score,cvss_vector
T6154,TTP-751,TTP,impact,Adversaries may perform malicious activity related to TTP 751.,high,,
T4130,TTP-752,TTP,execution,Adversaries may perform malicious activity related to TTP 752.,medium,,
CVE-2023-8375,CVE-753,CVE,execution,Critical vulnerability in software 753 allowing remote exploitation.,high,7.4,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2022-8869,CVE-754,CVE,initial-access,Critical vulnerability in software 754 allowing remote exploitation.,high,8.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2025-1625,CVE-755,CVE,initial-access,Critical vulnerability in software 755 allowing remote exploitation.,high,9.0,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2023-4189,CVE-756,CVE,privilege-escalation,Critical vulnerability in software 756 allowing remote exploitation.,high,8.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
CVE-2023-1846,CVE-757,CVE,privilege-escalation,Critical vulnerability in software 757 allowing remote exploitation.,high,9.6,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
T6765,TTP-758,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 758.,high,,
CVE-2020-5818,CVE-759,CVE,privilege-escalation,Critical vulnerability in software 759 allowing remote exploitation.,critical,7.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2020-3654,CVE-760,CVE,execution,Critical vulnerability in software 760 allowing remote exploitation.,critical,9.4,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
CVE-2025-8817,CVE-761,CVE,initial-access,Critical vulnerability in software 761 allowing remote exploitation.,critical,8.5,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
T8542,TTP-762,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 762.,critical,,
CVE-2025-6147,CVE-763,CVE,execution,Critical vulnerability in software 763 allowing remote exploitation.,critical,7.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVE-2021-6244,CVE-764,CVE,initial-access,Critical vulnerability in software 764 allowing remote exploitation.,critical,7.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2020-4957,CVE-765,CVE,execution,Critical vulnerability in software 765 allowing remote exploitation.,high,9.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
T9256,TTP-766,TTP,persistence,Adversaries may perform malicious activity related to TTP 766.,critical,,
CVE-2025-9733,CVE-767,CVE,execution,Critical vulnerability in software 767 allowing remote exploitation.,critical,8.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
T8139,TTP-768,TTP,discovery,Adversaries may perform malicious activity related to TTP 768.,medium,,
T3706,TTP-769,TTP,execution,Adversaries may perform malicious activity related to TTP 769.,medium,,
CVE-2020-9526,CVE-770,CVE,execution,Critical vulnerability in software 770 allowing remote exploitation.,critical,7.2,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
T6291,TTP-771,TTP,impact,Adversaries may perform malicious activity related to TTP 771.,medium,,
CVE-2025-6335,CVE-772,CVE,execution,Critical vulnerability in software 772 allowing remote exploitation.,critical,7.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
T1669,TTP-773,TTP,execution,Adversaries may perform malicious activity related to TTP 773.,critical,,
T5970,TTP-774,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 774.,medium,,
T8537,TTP-775,TTP,impact,Adversaries may perform malicious activity related to TTP 775.,high,,
T1783,TTP-776,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 776.,critical,,
T1168,TTP-777,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 777.,medium,,
CVE-2023-3124,CVE-778,CVE,privilege-escalation,Critical vulnerability in software 778 allowing remote exploitation.,high,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T4888,TTP-779,TTP,impact,Adversaries may perform malicious activity related to TTP 779.,high,,
T7843,TTP-780,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 780.,medium,,
CVE-2022-1054,CVE-781,CVE,privilege-escalation,Critical vulnerability in software 781 allowing remote exploitation.,critical,8.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
CVE-2020-7240,CVE-782,CVE,privilege-escalation,Critical vulnerability in software 782 allowing remote exploitation.,high,8.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
CVE-2023-4955,CVE-783,CVE,privilege-escalation,Critical vulnerability in software 783 allowing remote exploitation.,high,7.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
T4310,TTP-784,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 784.,medium,,
CVE-2023-9063,CVE-785,CVE,execution,Critical vulnerability in software 785 allowing remote exploitation.,high,7.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T4478,TTP-786,TTP,persistence,Adversaries may perform malicious activity related to TTP 786.,critical,,
T3343,TTP-787,TTP,persistence,Adversaries may perform malicious activity related to TTP 787.,medium,,
T1552,TTP-788,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 788.,high,,
CVE-2024-2304,CVE-789,CVE,initial-access,Critical vulnerability in software 789 allowing remote exploitation.,critical,7.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2022-1361,CVE-790,CVE,initial-access,Critical vulnerability in software 790 allowing remote exploitation.,critical,8.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
CVE-2020-9439,CVE-791,CVE,privilege-escalation,Critical vulnerability in software 791 allowing remote exploitation.,critical,7.4,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T7423,TTP-792,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 792.,high,,
CVE-2024-2779,CVE-793,CVE,privilege-escalation,Critical vulnerability in software 793 allowing remote exploitation.,critical,8.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVE-2025-8442,CVE-794,CVE,privilege-escalation,Critical vulnerability in software 794 allowing remote exploitation.,high,9.3,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
T3619,TTP-795,TTP,persistence,Adversaries may perform malicious activity related to TTP 795.,critical,,
CVE-2023-2092,CVE-796,CVE,execution,Critical vulnerability in software 796 allowing remote exploitation.,high,8.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
T7288,TTP-797,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 797.,high,,
CVE-2020-7509,CVE-798,CVE,initial-access,Critical vulnerability in software 798 allowing remote exploitation.,critical,9.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2023-7002,CVE-799,CVE,privilege-escalation,Critical vulnerability in software 799 allowing remote exploitation.,critical,9.6,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
T7752,TTP-800,TTP,discovery,Adversaries may perform malicious activity related to TTP 800.,critical,,
T7181,TTP-801,TTP,impact,Adversaries may perform malicious activity related to TTP 801.,high,,
CVE-2024-3239,CVE-802,CVE,initial-access,Critical vulnerability in software 802 allowing remote exploitation.,high,8.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVE-2021-3532,CVE-803,CVE,execution,Critical vulnerability in software 803 allowing remote exploitation.,high,7.2,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2022-3040,CVE-804,CVE,initial-access,Critical vulnerability in software 804 allowing remote exploitation.,high,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVE-2020-4467,CVE-805,CVE,initial-access,Critical vulnerability in software 805 allowing remote exploitation.,critical,9.1,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
T9251,TTP-806,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 806.,critical,,
CVE-2025-1692,CVE-807,CVE,execution,Critical vulnerability in software 807 allowing remote exploitation.,high,10.0,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T8388,TTP-808,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 808.,critical,,
CVE-2022-4750,CVE-809,CVE,initial-access,Critical vulnerability in software 809 allowing remote exploitation.,high,8.8,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2020-9971,CVE-810,CVE,initial-access,Critical vulnerability in software 810 allowing remote exploitation.,critical,8.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
T5931,TTP-811,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 811.,high,,
T4139,TTP-812,TTP,discovery,Adversaries may perform malicious activity related to TTP 812.,high,,
CVE-2020-3954,CVE-813,CVE,initial-access,Critical vulnerability in software 813 allowing remote exploitation.,critical,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVE-2023-3529,CVE-814,CVE,initial-access,Critical vulnerability in software 814 allowing remote exploitation.,high,9.5,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
CVE-2021-8018,CVE-815,CVE,privilege-escalation,Critical vulnerability in software 815 allowing remote exploitation.,critical,8.1,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
CVE-2021-2920,CVE-816,CVE,execution,Critical vulnerability in software 816 allowing remote exploitation.,critical,8.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
T2893,TTP-817,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 817.,critical,,
CVE-2024-7675,CVE-818,CVE,privilege-escalation,Critical vulnerability in software 818 allowing remote exploitation.,critical,8.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
CVE-2021-6988,CVE-819,CVE,initial-access,Critical vulnerability in software 819 allowing remote exploitation.,high,9.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T8815,TTP-820,TTP,execution,Adversaries may perform malicious activity related to TTP 820.,medium,,
CVE-2022-2281,CVE-821,CVE,privilege-escalation,Critical vulnerability in software 821 allowing remote exploitation.,critical,8.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
T4349,TTP-822,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 822.,high,,
CVE-2025-8585,CVE-823,CVE,privilege-escalation,Critical vulnerability in software 823 allowing remote exploitation.,critical,8.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
T6420,TTP-824,TTP,discovery,Adversaries may perform malicious activity related to TTP 824.,high,,
T4195,TTP-825,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 825.,critical,,
T3645,TTP-826,TTP,execution,Adversaries may perform malicious activity related to TTP 826.,high,,
T9813,TTP-827,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 827.,critical,,
T9103,TTP-828,TTP,discovery,Adversaries may perform malicious activity related to TTP 828.,critical,,
CVE-2022-9894,CVE-829,CVE,initial-access,Critical vulnerability in software 829 allowing remote exploitation.,critical,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2021-7561,CVE-830,CVE,initial-access,Critical vulnerability in software 830 allowing remote exploitation.,high,7.8,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T2873,TTP-831,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 831.,medium,,
T8910,TTP-832,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 832.,critical,,
T1906,TTP-833,TTP,impact,Adversaries may perform malicious activity related to TTP 833.,critical,,
T3825,TTP-834,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 834.,critical,,
T9253,TTP-835,TTP,discovery,Adversaries may perform malicious activity related to TTP 835.,medium,,
T3360,TTP-836,TTP,impact,Adversaries may perform malicious activity related to TTP 836.,high,,
T3082,TTP-837,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 837.,critical,,
T6738,TTP-838,TTP,persistence,Adversaries may perform malicious activity related to TTP 838.,critical,,
CVE-2024-4848,CVE-839,CVE,privilege-escalation,Critical vulnerability in software 839 allowing remote exploitation.,high,9.8,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
T2117,TTP-840,TTP,persistence,Adversaries may perform malicious activity related to TTP 840.,medium,,
T8164,TTP-841,TTP,persistence,Adversaries may perform malicious activity related to TTP 841.,high,,
T5358,TTP-842,TTP,impact,Adversaries may perform malicious activity related to TTP 842.,high,,
CVE-2025-2143,CVE-843,CVE,initial-access,Critical vulnerability in software 843 allowing remote exploitation.,high,8.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
CVE-2022-9564,CVE-844,CVE,execution,Critical vulnerability in software 844 allowing remote exploitation.,high,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
T2720,TTP-845,TTP,execution,Adversaries may perform malicious activity related to TTP 845.,high,,
CVE-2022-8017,CVE-846,CVE,privilege-escalation,Critical vulnerability in software 846 allowing remote exploitation.,high,7.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T7606,TTP-847,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 847.,critical,,
T3075,TTP-848,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 848.,medium,,
T5625,TTP-849,TTP,discovery,Adversaries may perform malicious activity related to TTP 849.,high,,
CVE-2025-8914,CVE-850,CVE,privilege-escalation,Critical vulnerability in software 850 allowing remote exploitation.,critical,9.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
CVE-2022-3533,CVE-851,CVE,privilege-escalation,Critical vulnerability in software 851 allowing remote exploitation.,critical,9.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
T3851,TTP-852,TTP,impact,Adversaries may perform malicious activity related to TTP 852.,medium,,
T8362,TTP-853,TTP,impact,Adversaries may perform malicious activity related to TTP 853.,medium,,
CVE-2023-6386,CVE-854,CVE,privilege-escalation,Critical vulnerability in software 854 allowing remote exploitation.,high,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
T1130,TTP-855,TTP,persistence,Adversaries may perform malicious activity related to TTP 855.,high,,
T2967,TTP-856,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 856.,critical,,
T4504,TTP-857,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 857.,high,,
T4582,TTP-858,TTP,execution,Adversaries may perform malicious activity related to TTP 858.,critical,,
CVE-2023-3578,CVE-859,CVE,execution,Critical vulnerability in software 859 allowing remote exploitation.,critical,9.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2021-8450,CVE-860,CVE,execution,Critical vulnerability in software 860 allowing remote exploitation.,high,8.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
T5897,TTP-861,TTP,discovery,Adversaries may perform malicious activity related to TTP 861.,critical,,
T1800,TTP-862,TTP,impact,Adversaries may perform malicious activity related to TTP 862.,high,,
T3310,TTP-863,TTP,discovery,Adversaries may perform malicious activity related to TTP 863.,medium,,
T8356,TTP-864,TTP,execution,Adversaries may perform malicious activity related to TTP 864.,medium,,
CVE-2025-5844,CVE-865,CVE,execution,Critical vulnerability in software 865 allowing remote exploitation.,critical,8.6,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
CVE-2022-8155,CVE-866,CVE,execution,Critical vulnerability in software 866 allowing remote exploitation.,critical,9.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
T3772,TTP-867,TTP,persistence,Adversaries may perform malicious activity related to TTP 867.,medium,,
CVE-2022-6297,CVE-868,CVE,initial-access,Critical vulnerability in software 868 allowing remote exploitation.,critical,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
T8204,TTP-869,TTP,persistence,Adversaries may perform malicious activity related to TTP 869.,medium,,
CVE-2021-5157,CVE-870,CVE,privilege-escalation,Critical vulnerability in software 870 allowing remote exploitation.,high,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2020-4702,CVE-871,CVE,privilege-escalation,Critical vulnerability in software 871 allowing remote exploitation.,high,10.0,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
CVE-2022-6809,CVE-872,CVE,execution,Critical vulnerability in software 872 allowing remote exploitation.,high,7.6,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
CVE-2025-8122,CVE-873,CVE,initial-access,Critical vulnerability in software 873 allowing remote exploitation.,high,8.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
CVE-2025-7460,CVE-874,CVE,execution,Critical vulnerability in software 874 allowing remote exploitation.,critical,7.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
T9104,TTP-875,TTP,persistence,Adversaries may perform malicious activity related to TTP 875.,high,,
CVE-2022-8843,CVE-876,CVE,initial-access,Critical vulnerability in software 876 allowing remote exploitation.,high,8.0,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
T3568,TTP-877,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 877.,high,,
CVE-2023-9185,CVE-878,CVE,initial-access,Critical vulnerability in software 878 allowing remote exploitation.,high,7.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
T9150,TTP-879,TTP,discovery,Adversaries may perform malicious activity related to TTP 879.,high,,
T8000,TTP-880,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 880.,critical,,
T1705,TTP-881,TTP,discovery,Adversaries may perform malicious activity related to TTP 881.,high,,
T4153,TTP-882,TTP,discovery,Adversaries may perform malicious activity related to TTP 882.,high,,
CVE-2020-5608,CVE-883,CVE,execution,Critical vulnerability in software 883 allowing remote exploitation.,high,7.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2025-1644,CVE-884,CVE,privilege-escalation,Critical vulnerability in software 884 allowing remote exploitation.,critical,9.0,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2025-7115,CVE-885,CVE,initial-access,Critical vulnerability in software 885 allowing remote exploitation.,critical,8.5,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
T8356,TTP-886,TTP,impact,Adversaries may perform malicious activity related to TTP 886.,high,,
CVE-2021-3854,CVE-887,CVE,privilege-escalation,Critical vulnerability in software 887 allowing remote exploitation.,critical,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
T3596,TTP-888,TTP,discovery,Adversaries may perform malicious activity related to TTP 888.,high,,
CVE-2024-5137,CVE-889,CVE,initial-access,Critical vulnerability in software 889 allowing remote exploitation.,critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
T6140,TTP-890,TTP,discovery,Adversaries may perform malicious activity related to TTP 890.,critical,,
T6486,TTP-891,TTP,persistence,Adversaries may perform malicious activity related to TTP 891.,critical,,
T4776,TTP-892,TTP,execution,Adversaries may perform malicious activity related to TTP 892.,medium,,
CVE-2024-6111,CVE-893,CVE,initial-access,Critical vulnerability in software 893 allowing remote exploitation.,critical,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
T6079,TTP-894,TTP,impact,Adversaries may perform malicious activity related to TTP 894.,critical,,
CVE-2021-9447,CVE-895,CVE,execution,Critical vulnerability in software 895 allowing remote exploitation.,high,8.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2022-7845,CVE-896,CVE,privilege-escalation,Critical vulnerability in software 896 allowing remote exploitation.,critical,7.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
CVE-2023-5610,CVE-897,CVE,execution,Critical vulnerability in software 897 allowing remote exploitation.,high,9.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T7514,TTP-898,TTP,persistence,Adversaries may perform malicious activity related to TTP 898.,medium,,
T7612,TTP-899,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 899.,critical,,
CVE-2024-8157,CVE-900,CVE,privilege-escalation,Critical vulnerability in software 900 allowing remote exploitation.,critical,10.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
T6671,TTP-901,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 901.,high,,
T4285,TTP-902,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 902.,critical,,
T6344,TTP-903,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 903.,critical,,
CVE-2024-3152,CVE-904,CVE,privilege-escalation,Critical vulnerability in software 904 allowing remote exploitation.,high,8.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
CVE-2025-8803,CVE-905,CVE,privilege-escalation,Critical vulnerability in software 905 allowing remote exploitation.,high,9.1,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2023-7203,CVE-906,CVE,execution,Critical vulnerability in software 906 allowing remote exploitation.,high,9.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
T8226,TTP-907,TTP,discovery,Adversaries may perform malicious activity related to TTP 907.,critical,,
CVE-2025-8634,CVE-908,CVE,execution,Critical vulnerability in software 908 allowing remote exploitation.,critical,7.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
T5208,TTP-909,TTP,execution,Adversaries may perform malicious activity related to TTP 909.,high,,
T8873,TTP-910,TTP,execution,Adversaries may perform malicious activity related to TTP 910.,critical,,
T3630,TTP-911,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 911.,critical,,
CVE-2025-7959,CVE-912,CVE,privilege-escalation,Critical vulnerability in software 912 allowing remote exploitation.,high,7.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
CVE-2024-8448,CVE-913,CVE,execution,Critical vulnerability in software 913 allowing remote exploitation.,high,7.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
CVE-2025-4257,CVE-914,CVE,execution,Critical vulnerability in software 914 allowing remote exploitation.,high,7.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
CVE-2023-6749,CVE-915,CVE,execution,Critical vulnerability in software 915 allowing remote exploitation.,high,7.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
CVE-2023-6453,CVE-916,CVE,execution,Critical vulnerability in software 916 allowing remote exploitation.,critical,8.4,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T7579,TTP-917,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 917.,high,,
T3763,TTP-918,TTP,impact,Adversaries may perform malicious activity related to TTP 918.,critical,,
CVE-2025-3249,CVE-919,CVE,execution,Critical vulnerability in software 919 allowing remote exploitation.,high,7.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2020-9688,CVE-920,CVE,privilege-escalation,Critical vulnerability in software 920 allowing remote exploitation.,high,7.8,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
T2650,TTP-921,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 921.,critical,,
CVE-2021-7957,CVE-922,CVE,privilege-escalation,Critical vulnerability in software 922 allowing remote exploitation.,critical,7.0,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
T3147,TTP-923,TTP,impact,Adversaries may perform malicious activity related to TTP 923.,medium,,
CVE-2024-7889,CVE-924,CVE,privilege-escalation,Critical vulnerability in software 924 allowing remote exploitation.,critical,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
T1151,TTP-925,TTP,execution,Adversaries may perform malicious activity related to TTP 925.,high,,
CVE-2025-6563,CVE-926,CVE,execution,Critical vulnerability in software 926 allowing remote exploitation.,high,7.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
T4805,TTP-927,TTP,discovery,Adversaries may perform malicious activity related to TTP 927.,critical,,
CVE-2020-9736,CVE-928,CVE,initial-access,Critical vulnerability in software 928 allowing remote exploitation.,high,8.0,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2024-2960,CVE-929,CVE,privilege-escalation,Critical vulnerability in software 929 allowing remote exploitation.,critical,7.3,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
CVE-2020-6340,CVE-930,CVE,privilege-escalation,Critical vulnerability in software 930 allowing remote exploitation.,critical,8.4,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2025-7053,CVE-931,CVE,initial-access,Critical vulnerability in software 931 allowing remote exploitation.,high,7.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2022-9768,CVE-932,CVE,initial-access,Critical vulnerability in software 932 allowing remote exploitation.,high,9.0,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
CVE-2024-1145,CVE-933,CVE,initial-access,Critical vulnerability in software 933 allowing remote exploitation.,high,9.5,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2023-5404,CVE-934,CVE,execution,Critical vulnerability in software 934 allowing remote exploitation.,critical,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
T8817,TTP-935,TTP,discovery,Adversaries may perform malicious activity related to TTP 935.,medium,,
CVE-2025-5048,CVE-936,CVE,privilege-escalation,Critical vulnerability in software 936 allowing remote exploitation.,high,9.4,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
T1277,TTP-937,TTP,discovery,Adversaries may perform malicious activity related to TTP 937.,medium,,
CVE-2025-7387,CVE-938,CVE,initial-access,Critical vulnerability in software 938 allowing remote exploitation.,high,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T2969,TTP-939,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 939.,medium,,
