source,target,type,impact_score,mitigation
T2720,IT-04908,TARGETS,0.55,Isoler IT-04908 et appliquer les correctifs pour T2720.
CVE-2020-4304,IT-04123,TARGETS,0.54,Isoler IT-04123 et appliquer les correctifs pour CVE-2020-4304.
CVE-2021-4930,IT-03282,TARGETS,0.89,Isoler IT-03282 et appliquer les correctifs pour CVE-2021-4930.
CVE-2024-9832,IT-04275,TARGETS,0.52,Isoler IT-04275 et appliquer les correctifs pour CVE-2024-9832.
T7107,IT-07770,TARGETS,0.67,Isoler IT-07770 et appliquer les correctifs pour T7107.
T1076,IT-07632,TARGETS,0.61,Isoler IT-07632 et appliquer les correctifs pour T1076.
T4079,IT-08899,TARGETS,0.77,Isoler IT-08899 et appliquer les correctifs pour T4079.
CVE-2022-3475,IT-05301,TARGETS,0.65,Isoler IT-05301 et appliquer les correctifs pour CVE-2022-3475.
T8999,IT-05752,TARGETS,0.75,Isoler IT-05752 et appliquer les correctifs pour T8999.
T2482,IT-08284,TARGETS,0.77,Isoler IT-08284 et appliquer les correctifs pour T2482.
T5643,IT-06832,TARGETS,0.97,Isoler IT-06832 et appliquer les correctifs pour T5643.
CVE-2021-4239,IT-06468,TARGETS,0.9,Isoler IT-06468 et appliquer les correctifs pour CVE-2021-4239.
T1992,IT-02246,TARGETS,0.99,Isoler IT-02246 et appliquer les correctifs pour T1992.
CVE-2024-8448,IT-05278,TARGETS,0.98,Isoler IT-05278 et appliquer les correctifs pour CVE-2024-8448.
CVE-2024-1735,IT-09277,TARGETS,0.7,Isoler IT-09277 et appliquer les correctifs pour CVE-2024-1735.
CVE-2024-6210,IT-00635,TARGETS,0.65,Isoler IT-00635 et appliquer les correctifs pour CVE-2024-6210.
T1199,IT-01878,TARGETS,0.9,Isoler IT-01878 et appliquer les correctifs pour T1199.
CVE-2024-9773,IT-02028,TARGETS,0.59,Isoler IT-02028 et appliquer les correctifs pour CVE-2024-9773.
T1588,IT-07104,TARGETS,0.98,Isoler IT-07104 et appliquer les correctifs pour T1588.
T8201,IT-03859,TARGETS,0.67,Isoler IT-03859 et appliquer les correctifs pour T8201.
T4712,IT-07702,TARGETS,0.56,Isoler IT-07702 et appliquer les correctifs pour T4712.
T1686,IT-02665,TARGETS,0.82,Isoler IT-02665 et appliquer les correctifs pour T1686.
CVE-2020-7610,IT-09650,TARGETS,0.85,Isoler IT-09650 et appliquer les correctifs pour CVE-2020-7610.
CVE-2020-2752,IT-00732,TARGETS,0.88,Isoler IT-00732 et appliquer les correctifs pour CVE-2020-2752.
CVE-2020-2199,IT-00433,TARGETS,0.57,Isoler IT-00433 et appliquer les correctifs pour CVE-2020-2199.
T2626,IT-07993,TARGETS,0.56,Isoler IT-07993 et appliquer les correctifs pour T2626.
T5358,IT-08641,TARGETS,0.65,Isoler IT-08641 et appliquer les correctifs pour T5358.
T4710,IT-00770,TARGETS,0.78,Isoler IT-00770 et appliquer les correctifs pour T4710.
T7305,IT-08560,TARGETS,0.67,Isoler IT-08560 et appliquer les correctifs pour T7305.
T3835,IT-04868,TARGETS,0.81,Isoler IT-04868 et appliquer les correctifs pour T3835.
CVE-2022-3988,IT-06894,TARGETS,0.77,Isoler IT-06894 et appliquer les correctifs pour CVE-2022-3988.
CVE-2022-4117,IT-05100,TARGETS,0.71,Isoler IT-05100 et appliquer les correctifs pour CVE-2022-4117.
T8201,IT-02990,TARGETS,0.95,Isoler IT-02990 et appliquer les correctifs pour T8201.
CVE-2024-7333,IT-07008,TARGETS,0.73,Isoler IT-07008 et appliquer les correctifs pour CVE-2024-7333.
T7887,IT-06531,TARGETS,0.64,Isoler IT-06531 et appliquer les correctifs pour T7887.
CVE-2020-9680,IT-01768,TARGETS,0.95,Isoler IT-01768 et appliquer les correctifs pour CVE-2020-9680.
CVE-2021-5994,IT-07003,TARGETS,0.96,Isoler IT-07003 et appliquer les correctifs pour CVE-2021-5994.
CVE-2024-2960,IT-05353,TARGETS,0.85,Isoler IT-05353 et appliquer les correctifs pour CVE-2024-2960.
CVE-2023-3124,IT-00749,TARGETS,0.8,Isoler IT-00749 et appliquer les correctifs pour CVE-2023-3124.
T1267,IT-07736,TARGETS,0.81,Isoler IT-07736 et appliquer les correctifs pour T1267.
T8537,IT-05773,TARGETS,0.91,Isoler IT-05773 et appliquer les correctifs pour T8537.
CVE-2025-2001,IT-05392,TARGETS,0.51,Isoler IT-05392 et appliquer les correctifs pour CVE-2025-2001.
CVE-2020-5019,IT-08549,TARGETS,0.97,Isoler IT-08549 et appliquer les correctifs pour CVE-2020-5019.
CVE-2025-7174,IT-01122,TARGETS,0.56,Isoler IT-01122 et appliquer les correctifs pour CVE-2025-7174.
CVE-2021-2434,IT-06147,TARGETS,0.55,Isoler IT-06147 et appliquer les correctifs pour CVE-2021-2434.
T1686,IT-04916,TARGETS,0.71,Isoler IT-04916 et appliquer les correctifs pour T1686.
CVE-2025-7262,IT-02135,TARGETS,0.84,Isoler IT-02135 et appliquer les correctifs pour CVE-2025-7262.
CVE-2024-8157,IT-03665,TARGETS,0.96,Isoler IT-03665 et appliquer les correctifs pour CVE-2024-8157.
CVE-2020-9736,IT-05853,TARGETS,0.81,Isoler IT-05853 et appliquer les correctifs pour CVE-2020-9736.
CVE-2021-8760,IT-01406,TARGETS,0.57,Isoler IT-01406 et appliquer les correctifs pour CVE-2021-8760.
T4395,IT-04202,TARGETS,0.65,Isoler IT-04202 et appliquer les correctifs pour T4395.
T7679,IT-02514,TARGETS,0.96,Isoler IT-02514 et appliquer les correctifs pour T7679.
T3038,IT-03322,TARGETS,0.51,Isoler IT-03322 et appliquer les correctifs pour T3038.
T2626,IT-01851,TARGETS,0.57,Isoler IT-01851 et appliquer les correctifs pour T2626.
T5088,IT-07397,TARGETS,0.59,Isoler IT-07397 et appliquer les correctifs pour T5088.
T7355,IT-07785,TARGETS,0.8,Isoler IT-07785 et appliquer les correctifs pour T7355.
CVE-2022-8017,IT-09653,TARGETS,0.75,Isoler IT-09653 et appliquer les correctifs pour CVE-2022-8017.
CVE-2020-2187,IT-03060,TARGETS,0.78,Isoler IT-03060 et appliquer les correctifs pour CVE-2020-2187.
T4153,IT-09480,TARGETS,0.85,Isoler IT-09480 et appliquer les correctifs pour T4153.
CVE-2021-5994,IT-05007,TARGETS,0.85,Isoler IT-05007 et appliquer les correctifs pour CVE-2021-5994.
T9573,IT-06489,TARGETS,0.59,Isoler IT-06489 et appliquer les correctifs pour T9573.
T2873,IT-08068,TARGETS,0.98,Isoler IT-08068 et appliquer les correctifs pour T2873.
T7448,IT-04658,TARGETS,0.87,Isoler IT-04658 et appliquer les correctifs pour T7448.
CVE-2022-2687,IT-09586,TARGETS,0.96,Isoler IT-09586 et appliquer les correctifs pour CVE-2022-2687.
CVE-2023-8375,IT-08775,TARGETS,0.73,Isoler IT-08775 et appliquer les correctifs pour CVE-2023-8375.
T3374,IT-08653,TARGETS,0.9,Isoler IT-08653 et appliquer les correctifs pour T3374.
CVE-2021-9739,IT-08307,TARGETS,0.66,Isoler IT-08307 et appliquer les correctifs pour CVE-2021-9739.
T9638,IT-05519,TARGETS,0.95,Isoler IT-05519 et appliquer les correctifs pour T9638.
CVE-2025-7262,IT-06525,TARGETS,0.8,Isoler IT-06525 et appliquer les correctifs pour CVE-2025-7262.
CVE-2020-6231,IT-05468,TARGETS,0.81,Isoler IT-05468 et appliquer les correctifs pour CVE-2020-6231.
CVE-2023-6386,IT-04943,TARGETS,0.95,Isoler IT-04943 et appliquer les correctifs pour CVE-2023-6386.
CVE-2021-6988,IT-02580,TARGETS,0.72,Isoler IT-02580 et appliquer les correctifs pour CVE-2021-6988.
T5619,IT-00990,TARGETS,0.6,Isoler IT-00990 et appliquer les correctifs pour T5619.
CVE-2025-8634,IT-00795,TARGETS,0.71,Isoler IT-00795 et appliquer les correctifs pour CVE-2025-8634.
CVE-2020-5818,IT-03867,TARGETS,0.87,Isoler IT-03867 et appliquer les correctifs pour CVE-2020-5818.
CVE-2023-2730,IT-00738,TARGETS,0.74,Isoler IT-00738 et appliquer les correctifs pour CVE-2023-2730.
T4796,IT-03358,TARGETS,0.55,Isoler IT-03358 et appliquer les correctifs pour T4796.
CVE-2024-3778,IT-07646,TARGETS,0.87,Isoler IT-07646 et appliquer les correctifs pour CVE-2024-3778.
CVE-2022-4750,IT-06852,TARGETS,0.63,Isoler IT-06852 et appliquer les correctifs pour CVE-2022-4750.
T5465,IT-04428,TARGETS,0.62,Isoler IT-04428 et appliquer les correctifs pour T5465.
CVE-2025-1378,IT-03512,TARGETS,0.97,Isoler IT-03512 et appliquer les correctifs pour CVE-2025-1378.
T2411,IT-01858,TARGETS,0.81,Isoler IT-01858 et appliquer les correctifs pour T2411.
CVE-2024-4300,IT-01663,TARGETS,0.95,Isoler IT-01663 et appliquer les correctifs pour CVE-2024-4300.
CVE-2022-7382,IT-03800,TARGETS,0.82,Isoler IT-03800 et appliquer les correctifs pour CVE-2022-7382.
T8856,IT-03262,TARGETS,0.94,Isoler IT-03262 et appliquer les correctifs pour T8856.
CVE-2021-44228,IT-04750,TARGETS,0.63,Isoler IT-04750 et appliquer les correctifs pour CVE-2021-44228.
T5608,IT-04830,TARGETS,0.94,Isoler IT-04830 et appliquer les correctifs pour T5608.
CVE-2024-3632,IT-05490,TARGETS,0.62,Isoler IT-05490 et appliquer les correctifs pour CVE-2024-3632.
CVE-2022-1012,IT-05799,TARGETS,0.7,Isoler IT-05799 et appliquer les correctifs pour CVE-2022-1012.
CVE-2025-8634,IT-08552,TARGETS,0.91,Isoler IT-08552 et appliquer les correctifs pour CVE-2025-8634.
T4997,IT-01153,TARGETS,0.68,Isoler IT-01153 et appliquer les correctifs pour T4997.
CVE-2022-3533,IT-02527,TARGETS,1.0,Isoler IT-02527 et appliquer les correctifs pour CVE-2022-3533.
T4130,IT-07889,TARGETS,0.66,Isoler IT-07889 et appliquer les correctifs pour T4130.
T1114,IT-04024,TARGETS,0.63,Isoler IT-04024 et appliquer les correctifs pour T1114.
T4584,IT-07805,TARGETS,0.67,Isoler IT-07805 et appliquer les correctifs pour T4584.
T7464,IT-04924,TARGETS,0.79,Isoler IT-04924 et appliquer les correctifs pour T7464.
CVE-2021-7872,IT-01967,TARGETS,0.85,Isoler IT-01967 et appliquer les correctifs pour CVE-2021-7872.
T4888,IT-09563,TARGETS,0.63,Isoler IT-09563 et appliquer les correctifs pour T4888.
CVE-2024-3152,IT-08734,TARGETS,0.65,Isoler IT-08734 et appliquer les correctifs pour CVE-2024-3152.
CVE-2025-2882,IT-06413,TARGETS,0.77,Isoler IT-06413 et appliquer les correctifs pour CVE-2025-2882.
T8522,IT-06853,TARGETS,0.67,Isoler IT-06853 et appliquer les correctifs pour T8522.
T5674,IT-07623,TARGETS,0.75,Isoler IT-07623 et appliquer les correctifs pour T5674.
CVE-2023-8418,IT-04285,TARGETS,0.76,Isoler IT-04285 et appliquer les correctifs pour CVE-2023-8418.
T1358,IT-09223,TARGETS,0.51,Isoler IT-09223 et appliquer les correctifs pour T1358.
T3405,IT-04220,TARGETS,0.52,Isoler IT-04220 et appliquer les correctifs pour T3405.
T3472,IT-04505,TARGETS,0.81,Isoler IT-04505 et appliquer les correctifs pour T3472.
T7192,IT-02391,TARGETS,0.5,Isoler IT-02391 et appliquer les correctifs pour T7192.
T5464,IT-03777,TARGETS,0.86,Isoler IT-03777 et appliquer les correctifs pour T5464.
CVE-2021-7138,IT-08694,TARGETS,0.65,Isoler IT-08694 et appliquer les correctifs pour CVE-2021-7138.
CVE-2023-4189,IT-06060,TARGETS,0.55,Isoler IT-06060 et appliquer les correctifs pour CVE-2023-4189.
CVE-2022-1977,IT-04003,TARGETS,0.52,Isoler IT-04003 et appliquer les correctifs pour CVE-2022-1977.
CVE-2020-5019,IT-00767,TARGETS,0.67,Isoler IT-00767 et appliquer les correctifs pour CVE-2020-5019.
T7679,IT-00633,TARGETS,0.78,Isoler IT-00633 et appliquer les correctifs pour T7679.
T4961,IT-09210,TARGETS,0.79,Isoler IT-09210 et appliquer les correctifs pour T4961.
T7343,IT-04480,TARGETS,0.53,Isoler IT-04480 et appliquer les correctifs pour T7343.
CVE-2023-9048,IT-00986,TARGETS,0.89,Isoler IT-00986 et appliquer les correctifs pour CVE-2023-9048.
T7622,IT-01258,TARGETS,0.58,Isoler IT-01258 et appliquer les correctifs pour T7622.
T4776,IT-08527,TARGETS,0.96,Isoler IT-08527 et appliquer les correctifs pour T4776.
T8536,IT-01569,TARGETS,0.52,Isoler IT-01569 et appliquer les correctifs pour T8536.
T7038,IT-04677,TARGETS,0.64,Isoler IT-04677 et appliquer les correctifs pour T7038.
CVE-2025-2882,IT-09774,TARGETS,0.53,Isoler IT-09774 et appliquer les correctifs pour CVE-2025-2882.
CVE-2023-4905,IT-05975,TARGETS,0.98,Isoler IT-05975 et appliquer les correctifs pour CVE-2023-4905.
CVE-2025-3793,IT-00553,TARGETS,0.52,Isoler IT-00553 et appliquer les correctifs pour CVE-2025-3793.
CVE-2023-4955,IT-05675,TARGETS,0.96,Isoler IT-05675 et appliquer les correctifs pour CVE-2023-4955.
CVE-2025-7034,IT-02957,TARGETS,1.0,Isoler IT-02957 et appliquer les correctifs pour CVE-2025-7034.
T2875,IT-02651,TARGETS,0.77,Isoler IT-02651 et appliquer les correctifs pour T2875.
CVE-2025-3421,IT-04050,TARGETS,0.75,Isoler IT-04050 et appliquer les correctifs pour CVE-2025-3421.
T5869,IT-08031,TARGETS,0.91,Isoler IT-08031 et appliquer les correctifs pour T5869.
T8533,IT-07435,TARGETS,0.57,Isoler IT-07435 et appliquer les correctifs pour T8533.
CVE-2022-2779,IT-09258,TARGETS,0.98,Isoler IT-09258 et appliquer les correctifs pour CVE-2022-2779.
CVE-2025-2001,IT-01774,TARGETS,0.54,Isoler IT-01774 et appliquer les correctifs pour CVE-2025-2001.
T3038,IT-06747,TARGETS,0.68,Isoler IT-06747 et appliquer les correctifs pour T3038.
CVE-2021-6867,IT-08048,TARGETS,0.71,Isoler IT-08048 et appliquer les correctifs pour CVE-2021-6867.
T5743,IT-00057,TARGETS,0.58,Isoler IT-00057 et appliquer les correctifs pour T5743.
T1144,IT-05744,TARGETS,0.52,Isoler IT-05744 et appliquer les correctifs pour T1144.
T9863,IT-03872,TARGETS,0.76,Isoler IT-03872 et appliquer les correctifs pour T9863.
T8682,IT-04720,TARGETS,0.99,Isoler IT-04720 et appliquer les correctifs pour T8682.
T7893,IT-09630,TARGETS,0.86,Isoler IT-09630 et appliquer les correctifs pour T7893.
CVE-2020-5608,IT-03673,TARGETS,0.58,Isoler IT-03673 et appliquer les correctifs pour CVE-2020-5608.
T2812,IT-06368,TARGETS,0.92,Isoler IT-06368 et appliquer les correctifs pour T2812.
CVE-2024-1054,IT-07766,TARGETS,0.86,Isoler IT-07766 et appliquer les correctifs pour CVE-2024-1054.
CVE-2025-8914,IT-05649,TARGETS,0.89,Isoler IT-05649 et appliquer les correctifs pour CVE-2025-8914.
CVE-2023-2092,IT-03074,TARGETS,0.55,Isoler IT-03074 et appliquer les correctifs pour CVE-2023-2092.
CVE-2023-3544,IT-02075,TARGETS,0.86,Isoler IT-02075 et appliquer les correctifs pour CVE-2023-3544.
T9921,IT-04144,TARGETS,0.76,Isoler IT-04144 et appliquer les correctifs pour T9921.
CVE-2021-4713,IT-03631,TARGETS,0.96,Isoler IT-03631 et appliquer les correctifs pour CVE-2021-4713.
CVE-2021-1435,IT-07127,TARGETS,0.85,Isoler IT-07127 et appliquer les correctifs pour CVE-2021-1435.
CVE-2024-7889,IT-02598,TARGETS,0.63,Isoler IT-02598 et appliquer les correctifs pour CVE-2024-7889.
T6256,IT-07646,TARGETS,0.7,Isoler IT-07646 et appliquer les correctifs pour T6256.
CVE-2024-7889,IT-04105,TARGETS,0.8,Isoler IT-04105 et appliquer les correctifs pour CVE-2024-7889.
T7279,IT-06593,TARGETS,0.94,Isoler IT-06593 et appliquer les correctifs pour T7279.
CVE-2020-5223,IT-03208,TARGETS,0.87,Isoler IT-03208 et appliquer les correctifs pour CVE-2020-5223.
CVE-2025-4851,IT-05804,TARGETS,0.83,Isoler IT-05804 et appliquer les correctifs pour CVE-2025-4851.
T5648,IT-05454,TARGETS,0.73,Isoler IT-05454 et appliquer les correctifs pour T5648.
CVE-2025-5042,IT-05092,TARGETS,0.91,Isoler IT-05092 et appliquer les correctifs pour CVE-2025-5042.
T7566,IT-03967,TARGETS,0.56,Isoler IT-03967 et appliquer les correctifs pour T7566.
T1087,IT-00005,TARGETS,0.88,Isoler IT-00005 et appliquer les correctifs pour T1087.
CVE-2022-4059,IT-07723,TARGETS,0.63,Isoler IT-07723 et appliquer les correctifs pour CVE-2022-4059.
T7288,IT-08523,TARGETS,0.84,Isoler IT-08523 et appliquer les correctifs pour T7288.
T2626,IT-08984,TARGETS,0.97,Isoler IT-08984 et appliquer les correctifs pour T2626.
T8561,IT-01840,TARGETS,0.72,Isoler IT-01840 et appliquer les correctifs pour T8561.
CVE-2023-1828,IT-01936,TARGETS,0.75,Isoler IT-01936 et appliquer les correctifs pour CVE-2023-1828.
CVE-2022-7845,IT-06702,TARGETS,0.58,Isoler IT-06702 et appliquer les correctifs pour CVE-2022-7845.
CVE-2025-6371,IT-03544,TARGETS,0.72,Isoler IT-03544 et appliquer les correctifs pour CVE-2025-6371.
CVE-2020-5857,IT-06327,TARGETS,0.74,Isoler IT-06327 et appliquer les correctifs pour CVE-2020-5857.
T8289,IT-05325,TARGETS,0.67,Isoler IT-05325 et appliquer les correctifs pour T8289.
CVE-2025-5017,IT-04019,TARGETS,0.84,Isoler IT-04019 et appliquer les correctifs pour CVE-2025-5017.
T7288,IT-06985,TARGETS,0.65,Isoler IT-06985 et appliquer les correctifs pour T7288.
CVE-2023-1736,IT-02036,TARGETS,0.77,Isoler IT-02036 et appliquer les correctifs pour CVE-2023-1736.
CVE-2024-9596,IT-01370,TARGETS,0.81,Isoler IT-01370 et appliquer les correctifs pour CVE-2024-9596.
CVE-2024-9413,IT-03409,TARGETS,0.9,Isoler IT-03409 et appliquer les correctifs pour CVE-2024-9413.
T6269,IT-07786,TARGETS,0.52,Isoler IT-07786 et appliquer les correctifs pour T6269.
CVE-2020-6394,IT-06883,TARGETS,0.56,Isoler IT-06883 et appliquer les correctifs pour CVE-2020-6394.
CVE-2025-4047,IT-02232,TARGETS,0.75,Isoler IT-02232 et appliquer les correctifs pour CVE-2025-4047.
CVE-2022-9768,IT-08085,TARGETS,0.64,Isoler IT-08085 et appliquer les correctifs pour CVE-2022-9768.
CVE-2025-2913,IT-01037,TARGETS,0.94,Isoler IT-01037 et appliquer les correctifs pour CVE-2025-2913.
T3310,IT-05913,TARGETS,0.96,Isoler IT-05913 et appliquer les correctifs pour T3310.
T7579,IT-01549,TARGETS,0.53,Isoler IT-01549 et appliquer les correctifs pour T7579.
CVE-2023-4205,IT-03126,TARGETS,0.84,Isoler IT-03126 et appliquer les correctifs pour CVE-2023-4205.
CVE-2021-7778,IT-03446,TARGETS,0.84,Isoler IT-03446 et appliquer les correctifs pour CVE-2021-7778.
T8226,IT-04850,TARGETS,0.57,Isoler IT-04850 et appliquer les correctifs pour T8226.
T3122,IT-00160,TARGETS,0.63,Isoler IT-00160 et appliquer les correctifs pour T3122.
CVE-2020-9526,IT-09761,TARGETS,0.57,Isoler IT-09761 et appliquer les correctifs pour CVE-2020-9526.
CVE-2024-2287,IT-06356,TARGETS,0.69,Isoler IT-06356 et appliquer les correctifs pour CVE-2024-2287.
CVE-2021-9149,IT-08192,TARGETS,0.53,Isoler IT-08192 et appliquer les correctifs pour CVE-2021-9149.
CVE-2025-2688,IT-09571,TARGETS,0.63,Isoler IT-09571 et appliquer les correctifs pour CVE-2025-2688.
CVE-2024-9429,IT-06763,TARGETS,0.94,Isoler IT-06763 et appliquer les correctifs pour CVE-2024-9429.
CVE-2024-4271,IT-05310,TARGETS,0.53,Isoler IT-05310 et appliquer les correctifs pour CVE-2024-4271.
T8810,IT-03275,TARGETS,0.96,Isoler IT-03275 et appliquer les correctifs pour T8810.
CVE-2025-5844,IT-06870,TARGETS,0.55,Isoler IT-06870 et appliquer les correctifs pour CVE-2025-5844.
CVE-2021-1514,IT-09791,TARGETS,0.78,Isoler IT-09791 et appliquer les correctifs pour CVE-2021-1514.
CVE-2021-7433,IT-03006,TARGETS,0.77,Isoler IT-03006 et appliquer les correctifs pour CVE-2021-7433.
T6723,IT-04888,TARGETS,0.91,Isoler IT-04888 et appliquer les correctifs pour T6723.
T2512,IT-06527,TARGETS,0.92,Isoler IT-06527 et appliquer les correctifs pour T2512.
T3706,IT-03901,TARGETS,0.9,Isoler IT-03901 et appliquer les correctifs pour T3706.
T6255,IT-05529,TARGETS,0.77,Isoler IT-05529 et appliquer les correctifs pour T6255.
CVE-2021-3094,IT-06600,TARGETS,0.63,Isoler IT-06600 et appliquer les correctifs pour CVE-2021-3094.
T8999,IT-09778,TARGETS,0.84,Isoler IT-09778 et appliquer les correctifs pour T8999.
CVE-2024-5559,IT-03624,TARGETS,0.51,Isoler IT-03624 et appliquer les correctifs pour CVE-2024-5559.
T7752,IT-07092,TARGETS,0.81,Isoler IT-07092 et appliquer les correctifs pour T7752.
T4776,IT-02976,TARGETS,0.74,Isoler IT-02976 et appliquer les correctifs pour T4776.
T4130,IT-07157,TARGETS,0.97,Isoler IT-07157 et appliquer les correctifs pour T4130.
CVE-2024-9832,IT-09339,TARGETS,0.91,Isoler IT-09339 et appliquer les correctifs pour CVE-2024-9832.
T1267,IT-03223,TARGETS,0.65,Isoler IT-03223 et appliquer les correctifs pour T1267.
T6344,IT-09086,TARGETS,0.84,Isoler IT-09086 et appliquer les correctifs pour T6344.
CVE-2021-3179,IT-02799,TARGETS,0.83,Isoler IT-02799 et appliquer les correctifs pour CVE-2021-3179.
CVE-2024-2828,IT-07823,TARGETS,0.65,Isoler IT-07823 et appliquer les correctifs pour CVE-2024-2828.
CVE-2025-3249,IT-08934,TARGETS,0.72,Isoler IT-08934 et appliquer les correctifs pour CVE-2025-3249.
T4285,IT-07283,TARGETS,0.99,Isoler IT-07283 et appliquer les correctifs pour T4285.
T3544,IT-07398,TARGETS,0.98,Isoler IT-07398 et appliquer les correctifs pour T3544.
T1686,IT-01766,TARGETS,0.51,Isoler IT-01766 et appliquer les correctifs pour T1686.
CVE-2022-8843,IT-07165,TARGETS,0.92,Isoler IT-07165 et appliquer les correctifs pour CVE-2022-8843.
T9597,IT-07019,TARGETS,0.99,Isoler IT-07019 et appliquer les correctifs pour T9597.
T4942,IT-00590,TARGETS,0.94,Isoler IT-00590 et appliquer les correctifs pour T4942.
T3365,IT-02426,TARGETS,0.55,Isoler IT-02426 et appliquer les correctifs pour T3365.
CVE-2024-1054,IT-03970,TARGETS,0.92,Isoler IT-03970 et appliquer les correctifs pour CVE-2024-1054.
CVE-2020-3954,IT-07118,TARGETS,0.82,Isoler IT-07118 et appliquer les correctifs pour CVE-2020-3954.
T2688,IT-04116,TARGETS,0.56,Isoler IT-04116 et appliquer les correctifs pour T2688.
T9404,IT-00627,TARGETS,0.98,Isoler IT-00627 et appliquer les correctifs pour T9404.
T6291,IT-09720,TARGETS,0.54,Isoler IT-09720 et appliquer les correctifs pour T6291.
